4,0,8,1520093587671,0
4,2,8,1520093690292,0
11,0,3,1520097776839,0
11,1,1,1520097778734,0

18,3,6,1520104084940,0

25,2,11,1520107488365,0
    
29,1,4,1520110365099,0
6339:32,03 16;17;48,True,None,NULL,false,Did Not Try,false,false,false,2.0,did nothing but attacking  others.,Jolee,

6339:32,03 16;17;26,True,None,False,false,Did Not Try,false,false,false,1.0,Did absolutely nothing the whole match but drive around a slight amount.,Nathan,

6339:46,03 18;09;53,True,None,NULL,false,Did Not Try,false,false,false,1.0,sat in the corner|c  give him some milk and cookies(communication error),Not Noah ,
    
