3,0,3,1520092829169,0
3,1,4,1520092841035,0
3,0,3,1520092846544,0
3,1,1,1520092850729,0
3,0,3,1520092858597,0
3,1,1,1520092866006,0
3,0,3,1520092870897,0
3,1,1,1520092883050,0
3,0,3,1520092888891,0
3,1,1,1520092895434,0
12,1,5,1520098233380,0
12,0,3,1520098250993,0
12,1,1,1520098253625,0
12,0,3,1520098258404,0
12,1,1,1520098262690,0
12,0,3,1520098267782,0
12,1,1,1520098271438,0
12,0,3,1520098278571,0
12,1,1,1520098281058,0
12,0,3,1520098289914,0
12,1,1,1520098293309,0
12,0,3,1520098296012,0
12,1,1,1520098302451,0
12,0,3,1520098309590,0
12,1,1,1520098312518,0
20,1,5,1520105024246,0
20,0,3,1520105037677,0
20,1,4,1520105069254,0
20,0,3,1520105074174,0
20,1,4,1520105077457,0
20,0,3,1520105114848,0
20,1,4,1520105117116,0

28,1,5,1520109860867,0
28,0,3,1520109864606,0
28,3,5,1520109868547,0
28,0,3,1520109872087,0
28,1,5,1520109881196,0
28,0,3,1520109886539,0
28,1,1,1520109890964,0
28,0,3,1520109894533,0
28,1,1,1520109898239,0
28,0,3,1520109902124,0
    
28,1,9,1520109867915,0
28,0,3,1520109879598,0
28,1,5,1520109884070,0
28,0,3,1520109893432,0
28,1,1,1520109895700,0
28,0,3,1520109899078,0
28,1,1,1520109901159,0
28,0,3,1520109904542,0

34,1,4,1520112770195,0
34,0,3,1520112777125,0
34,1,4,1520112781006,0
34,0,3,1520112784497,0
34,1,1,1520112787741,0
34,2,3,1520112797563,0
34,0,3,1520112802912,0
34,1,1,1520112813845,0
34,0,-1,1520112821452,0
34,1,1,1520112824714,0
34,0,3,1520112835104,0
34,1,1,1520112838334,0
34,0,-1,1520112852085,0
34,1,1,1520112858291,0
34,0,-1,1520112866327,0
34,1,1,1520112874398,0

40,1,5,1520115737905,0
40,0,3,1520115750991,0
40,1,1,1520115753098,0
40,0,3,1520115759783,0
40,1,1,1520115762250,0
40,0,3,1520115769109,0
40,1,1,1520115770804,0
40,0,3,1520115815954,0
40,1,5,1520115817801,0

