21,2,3,1520105457964,0

28,2,10,1520109908647,0

35,2,3,1520113346649,0
35,2,-1,1520113400415,0

7052:40,03 17;24;10,True,None,NULL,false,Did Not Try,false,true,false,1.0,,Beckham Pope,

