6,0,0,1520094948176,0
6,1,7,1520094954305,0
6,0,0,1520094961614,0
6,1,7,1520094965800,0
6,0,0,1520094974670,0
6,1,7,1520094981947,0
6,0,3,1520094994090,0
6,2,0,1520094999506,0
6,0,3,1520095011283,0
6,1,4,1520095012928,0
6,0,3,1520095021717,0
6,0,3,1520095032364,0
6,1,1,1520095035387,0
6,0,3,1520095040437,0
6,2,0,1520095052766,0
9,0,-1,1520096713192,0
9,1,6,1520096718321,0
9,0,-1,1520096726706,0
9,1,6,1520096729309,0
9,3,6,1520096731647,0
9,0,-1,1520096735245,0
9,3,6,1520096744529,0
9,0,-1,1520096752825,0
9,3,6,1520096759359,0
9,0,-1,1520096767496,0
9,1,6,1520096778975,0
9,0,-1,1520096788014,0
9,1,1,1520096799999,0

15,1,6,1520099887309,0
15,0,-1,1520099894167,0
15,1,1,1520099905897,0
15,0,3,1520099912940,0
15,1,1,1520099923680,0
15,0,3,1520099939948,0
15,1,1,1520099943424,0
15,0,3,1520099957982,0
15,1,1,1520099964962,0
15,0,3,1520099972308,0
15,1,1,1520099980474,0
24,0,0,1520106933141,0
24,1,7,1520106939609,0
24,0,0,1520106957188,0
24,1,8,1520106964211,0
24,0,0,1520106968599,0
24,1,8,1520106970499,0
24,0,0,1520106987070,0
24,1,4,1520106991906,0
24,0,0,1520106997386,0
24,1,1,1520107009302,0

34,1,6,1520112794240,0
34,0,4,1520112796966,0
34,1,6,1520112798489,0
34,0,4,1520112801610,0
34,1,6,1520112811646,0
34,0,6,1520112821785,0
34,1,6,1520112823157,0
34,0,0,1520112838956,0
34,1,9,1520112842805,0
34,3,9,1520112852967,0

42,0,4,1520117140521,0
42,1,6,1520117143922,0
42,0,4,1520117149221,0
42,3,-1,1520117154207,0
42,3,-1,1520117158407,0
42,0,-1,1520117175652,0
42,1,6,1520117182895,0
42,0,3,1520117206053,0
42,1,1,1520117209902,0
42,0,3,1520117215423,0
42,3,1,1520117226835,0
42,0,3,1520117230156,0
42,1,1,1520117232177,0

