1,2,3,1520091617937,0
1,2,3,1520091619650,0
1,2,3,1520091620710,0
1,2,-1,1520091622527,0

6140:8,03 08;59;08,False,None,False,false,Did Not Try,false,true,false,1.0,never moved,Sami Jo,

25,1,1,1520107497846,0
30,2,4,1520110722200,0
30,1,1,1520110733711,0
30,0,-1,1520110745938,0
30,2,-1,1520110805823,0
30,2,-1,1520110807883,0

38,1,12,1520114802198,0
38,1,12,1520114823691,0
38,1,12,1520114825706,0
38,1,12,1520114849690,0

42,1,1,1520116687863,0
42,0,3,1520116691835,0
50,2,3,1520121019964,0
50,2,3,1520121021256,0
50,2,3,1520121022268,0
50,2,3,1520121023637,0
    
